Year,StateCode,CountyCode,population,medianRealEstateTax,medianHouseholdCosts,totalHouses,medianHomeVal
2015,24,009,90595,3247,1693,26902,345300
2015,24,013,167627,3264,1522,49546,330700
2015,24,015,102382,2556,1230,27617,242500
2015,24,017,156118,3519,1727,42883,287900
2015,24,021,245322,3539,1549,65853,311800
2015,24,025,250290,3108,1381,71855,290600
2015,24,027,313414,5285,1867,81786,441000
2015,24,031,1040116,4249,1807,238791,474900
2015,24,033,909535,3554,1567,186816,272200
2015,24,037,111413,2793,1487,27636,293700
2015,24,043,149585,2154,1002,36713,206900
2015,24,045,102370,1838,1068,22373,176000
2015,24,510,621849,2595,1034,106689,155600
2015,25,001,214333,2913,1270,75441,375300
2015,25,003,127828,2819,964,36422,209400
2015,25,005,556772,3307,1096,131610,275000
2015,25,009,776043,4696,1432,183223,374400
2015,25,011,70601,3575,1076,20771,226800
2015,25,013,470690,3328,1037,108185,197900
2015,25,015,161292,3935,1157,37799,281700
2015,25,017,1585139,5464,1677,364859,450800
2015,25,021,696023,5191,1755,178599,429200
2015,25,023,510393,4562,1533,136273,339800
2015,25,025,778121,3446,1525,105432,432400
2015,25,027,818963,3836,1228,193606,257400
2015,26,005,114625,1964,757,33215,152500
2015,26,017,105659,1748,672,32907,94100
2015,26,021,154636,1841,748,44342,141200
2015,26,025,134314,1845,713,36763,101400
2015,26,037,77390,2424,921,22698,155200
2015,26,045,108801,2462,896,31072,146000
2015,26,049,410849,1837,780,115325,99200
2015,26,055,91636,2286,939,27376,177100
2015,26,065,286085,2674,871,64311,124100
2015,26,073,70698,1859,763,14581,125400
2015,26,075,159494,1848,777,41809,127800
2015,26,077,260263,2527,829,64681,148500
2015,26,081,636369,2329,873,162396,151200
2015,26,087,88373,1652,900,27628,154700
2015,26,091,98573,2000,820,29309,123600
2015,26,093,187316,2642,1160,60228,224300
2015,26,099,864840,2564,919,244923,149000
2015,26,103,67215,1727,731,17644,153500
2015,26,111,83632,2218,853,24908,138500
2015,26,115,149568,1936,868,47149,145800
2015,26,121,172790,1641,725,46354,105400
2015,26,125,1242304,3417,1121,348195,217400
2015,26,139,279955,2295,884,76393,165500
2015,26,145,193307,1696,709,54489,93500
2015,26,147,159875,1854,800,48888,131000
2015,26,155,68619,1670,763,20754,113100
2015,26,159,75077,1882,697,22398,122100
2015,26,161,358880,4008,1124,81042,234200
2015,26,163,1759335,2363,810,409245,92400
2015,27,003,344151,2265,1179,99435,205300
2015,27,013,65787,1694,831,15995,171100
2015,27,019,98741,3297,1426,28190,291800
2015,27,037,414686,2596,1230,116791,237000
2015,27,053,1223149,3198,1185,308532,250100
2015,27,109,151436,2129,986,43301,182400
2015,27,123,538133,2670,1023,122401,207600
2015,27,131,65400,2068,920,16334,185000
2015,27,137,200431,1430,770,60333,146600
2015,27,139,141660,3194,1469,38334,275100
2015,27,141,91705,2225,1291,25482,198600
2015,27,145,154708,1833,845,37266,171600
2015,27,163,251597,2836,1333,72553,266700
2015,27,171,131311,2278,1188,36826,211100
2015,28,033,173323,1285,965,45831,162200
2015,28,035,75944,1118,673,14205,108500
2015,28,047,201410,1019,809,41813,143400
2015,28,049,242891,1168,839,53971,118600
2015,28,059,141425,1026,724,35525,123700
2015,28,067,68215,814,534,18627,92300
2015,28,075,78524,830,627,18973,87400
2015,28,081,85300,1083,690,22243,135700
2015,28,089,103465,1411,947,27038,207300
2015,28,121,149039,1026,912,39750,155200
2015,29,019,174974,1773,882,38582,181000
2015,29,021,89100,1045,748,21425,111600
2015,29,031,78572,1111,768,18407,155100
2015,29,037,101603,1767,1023,29041,164800
2015,29,043,83279,1317,803,21046,155200
2015,29,047,235637,2153,975,62650,159300
2015,29,051,76720,1361,669,19570,158500
2015,29,071,102426,1459,791,28973,160700
2015,29,077,288072,1179,734,68263,137100
2015,29,095,687623,1813,880,163806,130800
2015,29,097,118596,877,766,28906,120600
2015,29,099,224124,1410,945,65929,155000
2015,29,165,96096,2526,1114,24663,197100
2015,29,183,385590,2491,1131,110648,197300
2015,29,187,66520,941,651,17138,118400
2015,29,189,1003362,2525,1024,275538,186500
2015,29,510,315685,1322,820,60645,130800
2015,30,013,82278,1576,707,21025,168600
2015,30,029,96165,1949,862,26012,246600
2015,30,031,100739,2414,1107,25529,293100
2015,30,049,66418,2053,892,16901,219500
2015,30,063,114181,2546,807,28124,246400
2015,30,111,157048,1858,960,42325,209300
2015,31,055,550064,3153,1005,130431,153300
2015,31,109,306468,2918,888,70818,163600
2015,31,153,175692,3518,1164,45552,169100
2015,32,003,2114801,1523,1052,382183,217300
2015,32,031,446903,1817,1036,96292,268400
2015,33,005,75909,5068,1104,21042,194100
2015,33,009,89320,4398,1028,24632,213400
2015,33,011,406678,5735,1366,104150,256200
2015,33,013,147994,5240,1228,39274,220400
2015,33,015,301777,6048,1535,92183,293100
2015,33,017,126825,5277,1135,30334,215900
2015,34,001,274219,6027,1355,69152,223400
2015,34,003,938506,10001,1804,217086,451100
2015,34,005,450226,6537,1496,119488,246300
2015,34,007,510923,6591,1315,123985,193800
2015,34,009,94727,4423,1233,29608,311800
2015,34,011,155854,4166,1120,32877,157300
2015,34,013,797434,9981,1339,118393,375900
2015,34,015,291479,6552,1515,81254,211800
2015,34,017,674836,7951,1398,76341,342800
2015,34,019,125488,8878,1778,38827,404900
2015,34,021,371398,7346,1460,80484,283600
2015,34,023,840900,7690,1524,174162,332900
2015,34,025,628715,8115,1753,172172,396000
2015,34,027,499509,9167,1914,133438,433400
2015,34,029,588721,5295,1378,174878,270200
2015,34,031,510916,9361,1453,82502,330800
2015,34,033,64180,5413,1181,17188,191200
2015,34,035,333654,8880,1797,87249,420400
2015,34,037,143673,7115,1616,43479,267600
2015,34,039,555786,9387,1491,107462,342800
2015,34,041,106869,6673,1384,29009,256000
2015,35,001,676685,1974,911,163051,189000
2015,35,005,65764,690,633,15942,100000
2015,35,013,214295,996,707,46925,146700
2015,35,025,71180,549,731,13861,116900
2015,35,031,76708,1026,411,14209,55000
2015,35,035,64362,692,659,15499,109000
2015,35,043,139394,1708,1093,37619,186200
2015,35,045,118737,877,662,30694,147800
2015,35,049,148686,1570,981,42530,286200
2015,35,061,75737,1043,788,23284,129700
2015,36,001,309381,4135,1023,67447,209300
2015,36,005,1455444,3533,1128,92845,368500
2015,36,007,196567,3046,771,50386,111900
2015,36,009,77922,2560,658,21556,88100
2015,36,011,78288,3170,830,22034,122600
2015,36,013,130779,2428,639,35903,86300
2015,36,015,87071,2548,786,24556,98600
2015,36,019,81251,2602,738,20480,128700
2015,36,027,295754,5908,1417,72058,268100
2015,36,029,922578,3662,830,246439,139800
2015,36,045,117635,2404,907,23828,155600
2015,36,047,2636735,4063,1345,270013,638500
2015,36,051,64717,3525,873,17133,117200
2015,36,053,71849,3262,869,20372,134500
2015,36,055,749600,4509,967,190785,143100
2015,36,059,1361350,10001,2200,349758,458800
2015,36,061,1644518,7600,1643,176869,867600
2015,36,063,212652,3338,761,58768,115700
2015,36,065,232500,2954,775,57775,117000
2015,36,067,468463,3996,919,117518,139500
2015,36,069,109561,3742,929,32169,156400
2015,36,071,377647,6658,1501,83610,262500
2015,36,075,120146,2818,807,33470,102000
2015,36,079,99042,8839,1838,27459,344400
2015,36,081,2339150,4137,1458,334859,487400
2015,36,083,160266,4459,1072,40356,182100
2015,36,085,474558,4156,1582,115316,457700
2015,36,087,326037,10001,1935,66859,430600
2015,36,089,111007,2060,707,30520,89700
2015,36,091,226249,3854,1188,66095,241600
2015,36,093,154604,4746,994,35131,167000
2015,36,101,97631,2678,693,27481,92400
2015,36,103,1501587,8852,1994,383815,381700
2015,36,105,74877,4278,949,19178,168500
2015,36,109,104926,4925,1140,20540,195100
2015,36,111,180143,5251,1170,47653,216900
2015,36,113,64688,3180,983,17112,187800
2015,36,117,91446,3713,828,26638,120900
2015,36,119,976396,10001,1808,204901,514700
2015,37,001,158276,1007,753,39515,141100
2015,37,019,122765,1208,830,39419,200300
2015,37,021,253178,1468,860,65911,204000
2015,37,023,88842,1012,615,25098,120700
2015,37,025,196762,1537,968,48516,170600
2015,37,027,81287,770,589,22484,106800
2015,37,031,68879,1148,855,21436,199800
2015,37,035,155056,959,670,41385,128400
2015,37,037,70928,1694,769,20180,220400
2015,37,045,96879,921,648,24404,112500
2015,37,049,103451,1052,923,25544,156900
2015,37,051,323838,1469,911,60508,128600
2015,37,057,164622,950,703,43651,134400
2015,37,063,300952,2312,1029,62747,195200
2015,37,067,369019,1448,803,87988,151600
2015,37,071,213442,1324,781,51699,128000
2015,37,081,517600,1786,867,115919,160700
2015,37,085,128140,1263,894,28388,143900
2015,37,089,112655,1046,696,32935,191800
2015,37,097,169866,1201,893,46683,169400
2015,37,101,185660,1333,924,45448,147400
2015,37,109,81035,1217,748,22827,152300
2015,37,119,1034070,2226,1091,221359,203700
2015,37,125,94352,1265,809,27614,204900
2015,37,127,93919,1100,856,23156,118200
2015,37,129,220358,1605,1033,53170,230000
2015,37,133,186311,1164,965,33617,147400
2015,37,135,141354,3295,1069,31679,278200
2015,37,147,175842,1286,835,35767,138200
2015,37,151,142799,1059,664,37849,121500
2015,37,155,134197,744,594,27481,78000
2015,37,157,91758,1026,655,24742,109000
2015,37,159,139142,1138,733,34675,121500
2015,37,161,66390,790,571,18204,102700
2015,37,171,72743,862,613,20957,125200
2015,37,179,222742,1865,1164,57605,216800
2015,37,183,1024198,2204,1158,240335,252500
2015,37,191,124132,1006,690,29220,119600
2015,37,193,68502,911,553,20950,126000
2015,37,195,81714,1352,760,19406,116500
2015,38,015,92991,2088,882,26351,245000
2015,38,017,171512,2619,845,36604,200500
2015,38,035,70916,2388,876,13674,191900
2015,38,101,71275,1758,953,16960,216600
2015,39,003,104425,1408,712,26531,113500
2015,39,007,98632,1429,670,25704,107300
2015,39,009,65886,1866,704,12782,124500
2015,39,013,69154,989,597,20904,92600
2015,39,017,376353,2478,940,92851,164800
2015,39,023,135959,1479,716,35524,102100
2015,39,025,201973,2435,989,54506,164700
2015,39,029,104806,1279,636,29519,109400
2015,39,035,1255921,2982,825,310368,124400
2015,39,041,193013,5092,1538,54817,285300
2015,39,043,75550,1874,779,21227,136300
2015,39,045,151408,2260,983,38961,167900
2015,39,049,1251722,3307,987,258835,158400
2015,39,055,94102,3358,1091,29342,218300
2015,39,057,164427,3006,949,43815,160000
2015,39,061,807598,2556,889,194405,144000
2015,39,063,75573,1566,840,21976,141000
2015,39,081,67347,912,626,18933,88300
2015,39,085,229245,2639,931,70398,150900
2015,39,089,170570,2289,939,46734,157400
2015,39,093,305147,2400,846,85111,143800
2015,39,095,433689,2193,763,106053,106100
2015,39,099,231900,1565,700,66018,99600
2015,39,101,65355,1247,684,15160,91800
2015,39,103,176395,2695,999,53031,185300
2015,39,109,104224,1704,782,28811,145400
2015,39,113,532258,2390,818,135537,111900
2015,39,119,86290,1329,706,22164,116300
2015,39,133,162275,2284,879,41797,165700
2015,39,139,121707,1600,666,31925,102600
2015,39,141,77170,1288,733,19772,117200
2015,39,145,76825,992,603,21035,89500
2015,39,151,375165,1765,738,103689,126400
2015,39,153,541968,2470,827,143184,139200
2015,39,155,203751,1492,627,61010,99800
2015,39,157,92916,1439,750,25234,125100
2015,39,165,224469,3227,1249,62120,206000
2015,39,169,116063,1818,742,30632,138700
2015,39,173,129730,2315,851,33122,156700
2015,40,017,133378,1606,1035,32871,156000
2015,40,027,274458,1761,949,66516,155800
2015,40,031,124648,1162,774,21704,121100
2015,40,037,70892,803,711,18857,109600
2015,40,101,69699,671,664,17054,97800
2015,40,109,776864,1453,855,174844,142200
2015,40,119,80850,1496,793,14908,155000
2015,40,125,71875,677,606,18263,105000
2015,40,131,90802,1336,863,26557,156700
2015,40,143,639242,1637,876,147683,147900
2015,40,145,76559,1326,897,22202,152100
2015,41,003,87572,3331,931,20401,275800
2015,41,005,401515,3611,1289,105608,336200
2015,41,017,175268,2831,1083,44564,312600
2015,41,019,107685,1432,760,28694,170400
2015,41,029,212567,2351,928,51150,243500
2015,41,033,84745,1373,796,23566,232700
2015,41,035,66016,1376,721,17153,150900
2015,41,039,362895,2449,952,85460,235800
2015,41,043,120547,2320,870,27464,176300
2015,41,047,330700,2511,937,67762,200400
2015,41,051,790294,3548,1207,170875,321700
2015,41,053,79391,2417,862,19163,216100
2015,41,059,76531,1967,719,17595,162500
2015,41,067,574326,3583,1302,126282,322400
2015,41,071,102659,2270,1041,24663,238900
2015,42,001,102295,2705,989,30271,193800
2015,42,003,1230459,2842,867,337747,141700
2015,42,005,67052,1889,634,20366,108200
2015,42,007,168871,2185,729,50849,131500
2015,42,011,415271,3498,995,108624,171100
2015,42,013,125593,1273,686,37290,114800
2015,42,017,627367,4819,1449,176323,318600
2015,42,019,186818,2436,926,57754,190600
2015,42,021,136411,1337,615,41729,89100
2015,42,025,63960,2710,867,19924,146000
2015,42,027,160580,2614,963,33154,206600
2015,42,029,515939,4930,1507,142324,332900
2015,42,033,80994,1147,590,23174,91500
2015,42,037,66672,1599,718,18484,151500
2015,42,039,86484,1740,659,25575,110400
2015,42,041,246338,2401,1023,68381,192700
2015,42,043,272983,2679,950,69597,158500
2015,42,045,563894,4834,1242,142638,235500
2015,42,049,278045,2345,761,70551,121800
2015,42,051,133628,1236,615,40365,96300
2015,42,055,153638,1955,876,42420,175200
2015,42,063,86966,1990,716,23539,104700
2015,42,069,211917,2321,815,55469,145600
2015,42,071,536624,3287,1008,133227,197400
2015,42,073,88082,1559,686,26448,97600
2015,42,075,137067,2568,851,36071,162700
2015,42,077,360685,3690,1095,87568,196800
2015,42,079,318449,1953,790,85575,123100
2015,42,081,116048,2064,805,31638,147500
2015,42,085,114234,1654,664,32822,117500
2015,42,089,166397,4137,1225,43067,166700
2015,42,091,819264,4620,1456,224867,299700
2015,42,095,300813,4000,1169,80919,210600
2015,42,097,93246,1406,654,28567,116600
2015,42,101,1567442,1475,922,306207,150700
2015,42,107,144590,1554,679,43835,93400
2015,42,111,75522,1244,626,22740,99800
2015,42,125,208261,1816,807,63442,165200
2015,42,129,357956,2097,728,114644,142100
2015,42,133,442867,3205,991,122239,168800
2015,44,003,164801,3976,1264,48333,218800
2015,44,005,82423,4321,1299,21066,366700
2015,44,007,633473,3806,1063,122845,212000
2015,44,009,126517,4095,1319,34719,321700
2015,45,003,165829,638,727,45727,141400
2015,45,007,194692,712,669,53169,136000
2015,45,013,179589,1390,1066,48687,277800
2015,45,015,202786,888,1014,50177,164700
2015,45,019,389262,1320,1138,92309,278600
2015,45,031,67548,357,608,17341,90800
2015,45,035,152478,1268,1050,36669,176200
2015,45,041,138900,509,745,34890,128900
2015,45,045,491863,1114,845,121526,161200
2015,45,047,69838,889,719,17708,119900
2015,45,051,309199,633,857,84910,170900
2015,45,057,85842,896,747,24644,159600
2015,45,059,66623,500,615,17728,89100
2015,45,063,281833,812,880,78895,146700
2015,45,073,75713,713,638,22618,159700
2015,45,075,89208,590,595,23375,96100
2015,45,077,121691,606,729,30068,134100
2015,45,079,407051,1261,934,85482,156600
2015,45,083,297302,799,739,77673,130100
2015,45,085,107480,709,711,26219,100900
2015,45,091,251195,1068,949,68884,171200
2015,46,099,185197,2373,854,47035,163200
2015,46,103,108702,2425,903,30846,171800
2015,47,001,75749,1022,651,20574,128700
2015,47,009,127253,1081,739,35371,169600
2015,47,011,104091,893,757,24176,154000
2015,47,037,678889,1732,993,149048,188200
2015,47,059,68580,626,508,18935,107500
2015,47,065,354098,1468,843,86297,164300
2015,47,093,451324,1126,839,116122,168900
2015,47,113,97610,860,832,23893,132500
2015,47,119,87757,1048,797,21554,148800
2015,47,125,193479,1269,948,40071,155600
2015,47,141,74553,1048,712,18941,153200
2015,47,147,68570,1224,906,18358,165700
2015,47,149,298612,1287,983,68724,168600
2015,47,155,95946,668,707,24324,166100
2015,47,157,938069,1969,931,191315,135800
2015,47,163,156791,863,613,46980,133800
2015,47,165,175989,1385,1023,46456,188700
2015,47,179,126302,973,707,35706,152600
2015,47,187,211672,2168,1552,58614,379900
2015,47,189,128911,1362,1005,37449,233400
2015,48,005,88255,1451,710,18380,96200
2015,48,021,80527,2730,966,18926,156900
2015,48,027,334941,2552,911,62682,133200
2015,48,029,1897753,2735,948,357275,142100
2015,48,037,93389,1528,739,22080,101400
2015,48,039,346312,3222,1072,78256,164300
2015,48,041,215037,3243,922,35128,177000
2015,48,061,422156,1446,606,80821,82800
2015,48,085,914127,4968,1446,213314,261800
2015,48,091,129048,3096,1028,33928,239300
2015,48,099,75503,1908,880,12248,113700
2015,48,113,2553385,2957,1022,453122,145800
2015,48,121,780612,4444,1342,176481,224600
2015,48,135,159436,1566,911,35752,126100
2015,48,139,163632,2812,1102,37781,167100
2015,48,141,835593,2523,776,160488,114000
2015,48,157,716087,5152,1494,172036,239400
2015,48,167,322225,3303,1102,78958,174700
2015,48,181,125467,2040,802,32387,112300
2015,48,183,124108,1837,789,26107,130100
2015,48,187,151249,2924,1019,37859,173900
2015,48,201,4538028,3195,1036,839066,156000
2015,48,203,66746,1357,706,16460,109700
2015,48,209,194739,3886,1172,41317,203900
2015,48,213,79545,1332,728,21088,108800
2015,48,215,842304,1697,619,156841,81700
2015,48,231,89844,1700,737,22283,112400
2015,48,245,254308,1704,740,56722,101000
2015,48,251,159990,2144,908,38728,135300
2015,48,257,114690,2766,1034,27236,145600
2015,48,291,79654,1389,689,18735,106100
2015,48,303,299453,2185,849,58425,124500
2015,48,309,245671,2250,836,51252,124500
2015,48,329,161077,2793,1172,39526,198000
2015,48,339,537559,3513,1166,128300,201300
2015,48,347,65664,1027,668,12268,107100
2015,48,355,359715,2223,913,70358,122200
2015,48,361,84260,1449,646,25321,107100
2015,48,367,126042,2759,1015,32888,166700
2015,48,375,121802,1595,726,24720,91300
2015,48,381,130269,2645,976,33316,154800
2015,48,397,90861,4422,1467,23555,233200
2015,48,409,67357,2010,860,15119,128500
2015,48,423,222936,1857,864,51744,145500
2015,48,439,1982498,3346,1075,411447,153200
2015,48,441,136051,1892,808,28527,114300
2015,48,451,118105,1823,865,26877,124300
2015,48,453,1176558,4861,1269,227913,277100
2015,48,469,92382,2281,805,22609,134100
2015,48,471,70699,1515,734,11120,100500
2015,48,479,269721,2767,804,44726,117600
2015,48,485,131705,1610,748,28308,98400
2015,48,491,508514,4459,1317,119375,227000
2015,49,005,120783,1285,834,23452,203400
2015,49,011,336043,1721,1168,76685,243900
2015,49,035,1107314,1805,1110,234571,256800
2015,49,049,575205,1445,1136,104163,253400
2015,49,053,155602,1346,947,34818,231400
2015,49,057,243645,1413,928,56678,172200
2015,50,007,161382,5283,1308,40753,282800
